Channels,Total of 8 Platforms - Jr. Sr.,,,,,,,,1 of 8: AMAZON-B2B,,,,,,,,2 of 8: FLIPKART-B2B,,,,,,,,3 of 8: MEESHO B2C,,,,,,,,4 of 8: SHOPSY B2C,,,,,,,,5 of 8: FK MP B2C,,,,,,,,4and5 of 8: SHOPSY + FK MP Combined B2C,,,,,,,,6 of 8: Amazon Bazaar & B2C,,,,,,,,7 of 8: JioMart B2C,,,,,,,,8 of 8: Blinkit B2B,,,,,
Month,GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)",GMV,Units,Packets,Ads Spent,Avg ASP,TACOS,MOM,"Channel share(GMV)"
Aug'24,"1,55,53,944","23,306","36,007",-,"667",0.00%,#VALUE!,,,"10,41,143","1,647","2,098",,,,,,"70,29,877","10,453","14,025",,,,,,"66,65,354","9,786","18,041",,,,,,,,,,,,,,,,,,,,,,,,,"8,17,570","1,420","1,843",,,,,,,,,,,,,
Sep'24,"1,49,07,976","25,710",-,"38,01,598","580",25.50%,-4.20%,,"11,44,459","2,422",,"1,46,774","473",12.80%,9.90%,7.70%,"65,26,335","10,712",,"32,00,189","609",49.00%,-7.20%,43.80%,"61,01,438","10,491",,"3,78,249","582",6.20%,-8.50%,40.90%,,,,,,,,,,,,,,"11,35,744","2,085",,"76,386","545",6.70%,38.90%,7.60%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Oct'24,"1,61,93,622","28,423",-,"30,28,875","570",18.70%,8.60%,,"20,78,375","4,066",,"2,69,843","511",13.00%,81.60%,12.80%,"48,26,969","8,168",,"22,36,867","591",46.30%,-26.00%,29.80%,"82,47,345","14,238",,"4,27,465","579",5.20%,35.20%,50.90%,,,,,,,,,,,,,,"10,40,933","1,951",,"94,700","534",9.10%,-8.30%,6.40%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Nov'24,"4,01,83,483","74,669",-,"71,88,034","538",17.90%,148.10%,,"40,91,156","7,767",,"7,53,604","527",18.40%,96.80%,10.20%,"1,41,56,302","24,691",,"55,16,423","573",39.00%,193.30%,35.20%,"2,02,16,698","38,529",,"8,17,254","525",4.00%,145.10%,50.30%,"10,29,222","2,728",,"85,818","377",8.30%,#DIV/0!,2.60%,"6,90,105","954",,"799","723",0.10%,#DIV/0!,1.70%,,"17,19,327","3,682",,"1,00,753","467",5.90%,65.20%,4.30%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Dec'24,"7,65,54,460","1,59,398",-,"1,39,60,465","480",18.20%,90.50%,,"90,51,632","16,569",,"12,63,918","546",14.00%,121.20%,11.80%,"2,45,12,213","41,257",,"1,02,87,800","594",42.00%,73.20%,32.00%,"3,93,51,392","92,044",,"20,73,815","428",5.30%,94.60%,51.40%,"26,64,591","7,838",,"3,06,356","340",11.50%,158.90%,3.50%,"9,74,632","1,690",,"18,680","577",1.90%,41.20%,1.30%,,"36,39,223","9,528",,"3,34,932","382",9.20%,111.70%,4.80%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Jan'25,"9,60,64,287","2,24,329",-,"1,85,42,390","428",19.30%,25.50%,,"1,68,62,158","32,236",,"21,56,792","523",12.80%,86.30%,17.60%,"4,03,21,736","67,614",,"1,39,11,700","596",34.50%,64.50%,42.00%,"3,31,91,906","1,01,878",,"18,21,374","326",5.50%,-15.70%,34.60%,"37,87,483","12,986",,"3,72,524","292",9.80%,42.10%,3.90%,"19,01,004","9,615",,"2,59,046","198",13.60%,95.00%,2.00%,,"56,88,487","22,601",,"6,52,525","252",11.50%,56.30%,5.90%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Feb'25,"7,01,38,973","1,69,946",-,"1,38,63,286","413",19.80%,-27.00%,,"1,25,24,688","25,782",,"16,82,787","486",13.40%,-25.70%,17.90%,"2,80,71,958","46,891",,"1,11,80,700","599",39.80%,-30.40%,40.00%,"2,49,66,142","80,380",,"7,00,443","311",2.80%,-24.80%,35.60%,"36,62,877","12,775",,"1,85,543","287",5.10%,-3.30%,5.20%,"9,13,308","4,118",,"1,13,987","222",12.50%,-52.00%,1.30%,,"45,76,185","16,893",,"2,99,356","271",6.50%,-19.60%,6.50%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Mar'25,"6,62,63,063","1,51,401",-,"1,09,37,713","438",16.50%,-5.50%,,"1,67,88,651","32,017",,"20,19,602","524",12.00%,34.00%,25.30%,"2,52,19,694","42,396",,"77,18,300","595",30.60%,-10.20%,38.10%,"1,96,99,848","61,405",,"9,65,957","321",4.90%,-21.10%,29.70%,"30,60,322","10,515",,"1,15,741","291",3.80%,-16.50%,4.60%,"14,94,548","5,068",,"1,14,759","295",7.70%,63.60%,2.30%,,"45,54,870","15,583",,"2,33,854","292",5.10%,-0.50%,6.90%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Apr'25,"5,15,72,708","1,06,451",-,"79,17,583","484",15.40%,-22.20%,,"1,48,95,675","28,886",,"19,61,047","516",13.20%,-11.30%,28.90%,"2,26,73,348","35,852",,"52,89,100","632",23.30%,-10.10%,44.00%,"1,23,99,474","37,162",,"6,23,398","334",5.00%,-37.10%,24.00%,"7,42,403","2,631",,"21,827","282",2.90%,-75.70%,46.30%,"8,61,808","1,920",,"22,211","449",2.60%,-42.30%,53.70%,,"16,04,211","4,551",,"44,038","352",2.70%,-64.80%,100.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
May'25,"4,85,76,088","1,06,640",-,"82,30,148","456",16.90%,-5.80%,,"1,34,13,408","26,931",,"14,73,618","498",11.00%,-10.00%,11650.40%,"1,84,01,029","29,271",,"61,08,200","629",33.20%,-18.80%,15982.40%,"1,66,46,518","50,129",,"6,45,894","332",3.90%,34.30%,14458.50%,"48,959","179",,-,"274",0.00%,-93.40%,42.50%,"66,174","130",,"2,436","509",3.70%,-92.30%,57.50%,,"1,15,133","309",,"2,436","373",2.10%,-92.80%,100.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Jun'25,"4,54,76,583","90,337",-,"1,04,80,760","503",23.00%,-6.40%,,"1,51,67,559","30,554",,"19,95,662","496",13.20%,13.10%,1240.20%,"1,92,35,077","30,423",,"79,68,500","632",41.40%,4.50%,1572.80%,"98,50,990","25,137",,"4,58,772","392",4.70%,-40.80%,805.50%,,,,,,,,,,,,,,"12,22,957","4,223",,"57,826","290",4.70%,962.20%,100.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Jul'25,"6,58,51,789","1,38,044",-,"1,51,36,938","477",23.00%,44.80%,,"2,02,26,982","41,770",,"38,46,117","484",19.00%,33.40%,1670.60%,"2,64,13,722","39,978",,"1,08,79,000","661",41.20%,37.30%,2181.60%,"1,80,00,327","52,544",,"3,73,721","343",2.10%,82.70%,1486.70%,,,,,,,,,,,,,,"12,10,758","3,752",,"38,100","323",3.10%,-1.00%,100.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%
Aug'25,"5,78,48,680","1,24,132",-,"1,51,19,015","466",26.10%,-12.20%,,"1,76,56,620","34,949",,"40,32,675","505",22.80%,-12.70%,30.50%,"2,26,34,013","34,682",,"1,06,80,800","653",47.20%,-14.30%,1543.30%,"1,60,91,460","49,269",,"3,68,128","327",2.30%,-10.60%,1097.20%,,,,,,,,,,,,,,"14,66,587","5,232",,"37,412","280",2.60%,21.10%,100.00%,,,,,#DIV/0!,#DIV/0!,#DIV/0!,0.00%,,,,,#DIV/O!,#DIV/0!,#DIV/0!,0.00%
Sep'25,"6,17,44,285","1,29,193",-,"2,12,75,550","478",34.50%,6.70%,,"1,87,12,525","37,514",,"51,67,398","499",27.60%,6.00%,30.30%,"2,81,51,375","47,361",,"1,45,27,700","594",51.60%,24.40%,1150.40%,"1,21,41,197","36,340",,"2,53,724","334",2.10%,-24.50%,496.10%,,,,,,,,,,,,,,"24,47,110","7,406",,"66,782","330",2.70%,66.90%,100.00%,"13,317","23",,-,"579",0.00%,#DIV/0!,0.00%,"1,996","4",,,"499",0.00%,#DIV/0!,0.00%
Oct'25,"4,41,78,674","93,763",-,"1,45,70,868","471",33.00%,-28.40%,,"1,50,12,875","31,453",,"28,66,118","477",19.10%,-19.80%,34.00%,"1,77,00,480","29,560",,"1,06,98,400","599",60.40%,-37.10%,869.60%,"89,46,665","25,818",,"2,25,414","347",2.50%,-26.30%,439.50%,,,,,,,,,,,,,,"20,35,528","5,888",,"41,352","346",2.00%,-16.80%,100.00%,"6,468","12",,-,"539",0.00%,-51.40%,0.00%,"998","2",,,"499",0.00%,-50.00%,0.00%
Nov'25,"5,06,66,014","1,03,297",-,"78,93,924","490",15.60%,14.70%,,"1,60,18,008","32,869",,"18,99,766","487",11.90%,6.70%,31.60%,"2,17,19,172","35,338",,"48,79,400","615",22.50%,22.70%,637.10%,"91,39,190","22,553",,"2,77,355","405",3.00%,2.20%,268.10%,,,,,,,,,,,,,,"34,08,809","11,866",,"68,851","287",2.00%,67.50%,100.00%,"19,328","28",,-,"690",0.00%,198.80%,0.00%,-,-,,,"#DIV/0!",#DIV/0!,-100.00%,0.00%
